Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
153,48,-1.39E+02,-1.40E+02,356.396,-1.46E+02,91.358,5.89E+00
156,48,-1.26E+02,-1.30E+02,323.078,-1.28E+02,331.698,2.26E+01
159,48,-1.28E+02,-1.31E+02,331.01,-1.31E+02,320.992,2.12E+01
162,48,-1.37E+02,-1.43E+02,26.653,-1.38E+02,58.398,1.24E+01
165,48,-1.30E+02,-1.34E+02,146.051,-1.32E+02,141.242,2.76E+01
168,48,-1.31E+02,-1.35E+02,146.773,-1.34E+02,120.831,1.28E+01
171,48,-1.33E+02,-1.36E+02,151.703,-1.36E+02,175.908,1.34E+01
174,48,-1.22E+02,-1.25E+02,208.285,-1.25E+02,202.172,2.55E+01
177,48,-1.25E+02,-1.28E+02,79.115,-1.27E+02,79.245,4.00E+01
180,48,-1.14E+02,-1.17E+02,207.39,-1.16E+02,207.389,4.00E+01
0,51,-7.46E+01,-7.87E+01,93.042,-7.68E+01,273.042,4.00E+01
3,51,-8.82E+01,-9.23E+01,90.482,-9.04E+01,271.99,3.78E+01
6,51,-8.80E+01,-9.20E+01,270.465,-9.02E+01,91.879,3.84E+01
9,51,-9.55E+01,-9.97E+01,163.403,-9.77E+01,343.009,4.00E+01
12,51,-9.89E+01,-1.03E+02,163.278,-1.01E+02,345.226,3.56E+01
15,51,-9.53E+01,-9.94E+01,51.948,-9.74E+01,231.931,4.00E+01
18,51,-9.92E+01,-1.03E+02,291.937,-1.01E+02,109.634,3.41E+01
21,51,-1.08E+02,-1.11E+02,186.387,-1.11E+02,5.428,4.00E+01
24,51,-1.08E+02,-1.12E+02,96.567,-1.10E+02,285.732,2.22E+01
27,51,-1.06E+02,-1.11E+02,319.7,-1.08E+02,143.671,2.97E+01
30,51,-1.07E+02,-1.12E+02,166.483,-1.09E+02,345.623,4.00E+01
33,51,-1.09E+02,-1.14E+02,7.702,-1.11E+02,181.117,2.54E+01
36,51,-1.13E+02,-1.18E+02,203.976,-1.14E+02,10.494,1.91E+01
39,51,-1.16E+02,-1.20E+02,38.183,-1.18E+02,196.111,1.47E+01
42,51,-1.20E+02,-1.24E+02,231.625,-1.23E+02,14.88,9.76E+00
45,51,-1.24E+02,-1.27E+02,62.344,-1.27E+02,191.526,6.48E+00
48,51,-1.27E+02,-1.30E+02,245.948,-1.30E+02,352.574,2.61E+00
51,51,-1.28E+02,-1.31E+02,62.551,-1.31E+02,157.139,8.39E-01
54,51,-1.28E+02,-1.33E+02,229.494,-1.30E+02,322.009,3.48E+00
57,51,-1.27E+02,-1.34E+02,33.2,-1.28E+02,134.81,6.08E+00
60,51,-1.26E+02,-1.35E+02,195.246,-1.27E+02,308.681,8.63E+00
63,51,-1.26E+02,-1.35E+02,358.079,-1.26E+02,123.335,1.12E+01
66,51,-1.25E+02,-1.35E+02,164.446,-1.25E+02,299.125,1.33E+01
69,51,-1.25E+02,-1.36E+02,331.78,-1.25E+02,114.021,1.55E+01
72,51,-1.25E+02,-1.36E+02,139.383,-1.25E+02,288.099,1.78E+01
75,51,-1.25E+02,-1.38E+02,305.589,-1.25E+02,101.97,2.11E+01
78,51,-1.25E+02,-1.39E+02,110.732,-1.25E+02,275.443,2.63E+01
81,51,-1.25E+02,-1.42E+02,277.097,-1.25E+02,89.258,3.41E+01
84,51,-1.26E+02,-1.45E+02,87.881,-1.26E+02,263.758,4.00E+01
87,51,-1.26E+02,-1.48E+02,267.887,-1.26E+02,79.002,3.88E+01
90,51,-1.26E+02,-1.51E+02,93.363,-1.26E+02,254.279,3.46E+01
93,51,-1.26E+02,-1.54E+02,272.754,-1.26E+02,68.93,3.61E+01
96,51,-1.26E+02,-1.68E+02,102.113,-1.26E+02,243.717,4.00E+01
99,51,-1.26E+02,-1.52E+02,53.74,-1.26E+02,59.031,4.00E+01
102,51,-1.26E+02,-1.45E+02,218.811,-1.26E+02,235.952,3.02E+01
105,51,-1.26E+02,-1.43E+02,17.371,-1.26E+02,52.581,2.13E+01
108,51,-1.27E+02,-1.42E+02,177.285,-1.27E+02,226.138,1.74E+01
111,51,-1.29E+02,-1.43E+02,342.577,-1.29E+02,35.089,1.58E+01
114,51,-1.33E+02,-1.42E+02,142.504,-1.34E+02,195.636,1.11E+01
117,51,-1.36E+02,-1.38E+02,297.874,-1.41E+02,325.575,1.25E+01
120,51,-1.34E+02,-1.37E+02,100.407,-1.36E+02,59.049,8.56E+00
123,51,-1.32E+02,-1.39E+02,202.885,-1.33E+02,221.007,1.80E+01
126,51,-1.30E+02,-1.33E+02,27.305,-1.33E+02,352.545,1.01E+01
129,51,-1.32E+02,-1.47E+02,346.609,-1.32E+02,143.848,2.35E+01
132,51,-1.35E+02,-1.40E+02,257.824,-1.36E+02,252.179,2.69E+01
135,51,-1.31E+02,-1.34E+02,2.243,-1.34E+02,25.295,1.38E+01
138,51,-1.34E+02,-1.39E+02,101.514,-1.36E+02,92.769,2.30E+01
141,51,-1.31E+02,-1.42E+02,235.767,-1.31E+02,223.388,2.49E+01
144,51,-1.30E+02,-1.34E+02,24.872,-1.33E+02,29.838,2.73E+01
147,51,-1.29E+02,-1.34E+02,3.054,-1.31E+02,356.371,2.51E+01
150,51,-1.31E+02,-1.40E+02,182.858,-1.32E+02,191.642,2.56E+01
153,51,-1.39E+02,-1.41E+02,294.749,-1.42E+02,183.592,3.54E+00
156,51,-1.27E+02,-1.31E+02,336.849,-1.29E+02,344.621,2.38E+01
159,51,-1.27E+02,-1.31E+02,323.585,-1.29E+02,318.361,2.70E+01
162,51,-1.36E+02,-1.40E+02,29.417,-1.38E+02,44.414,1.80E+01
165,51,-1.30E+02,-1.34E+02,168.923,-1.32E+02,159.029,2.15E+01
168,51,-1.30E+02,-1.35E+02,94.767,-1.32E+02,77.166,1.68E+01
171,51,-1.27E+02,-1.32E+02,188.242,-1.29E+02,197.111,2.25E+01
174,51,-1.25E+02,-1.29E+02,201.055,-1.27E+02,191.556,2.17E+01
177,51,-1.26E+02,-1.29E+02,86.853,-1.28E+02,87.967,4.00E+01
180,51,-1.14E+02,-1.18E+02,207.39,-1.16E+02,207.389,4.00E+01
0,54,-7.46E+01,-7.93E+01,93.042,-7.65E+01,273.042,4.00E+01
3,54,-8.63E+01,-9.10E+01,92.012,-8.82E+01,273.353,3.91E+01
6,54,-8.78E+01,-9.24E+01,271.022,-8.96E+01,92.125,4.00E+01
9,54,-9.74E+01,-1.02E+02,170.161,-9.92E+01,349.024,4.00E+01
12,54,-9.69E+01,-1.02E+02,172.132,-9.87E+01,353.921,3.66E+01
15,54,-9.62E+01,-1.01E+02,62.753,-9.80E+01,241.235,3.81E+01
18,54,-1.03E+02,-1.07E+02,328.816,-1.05E+02,146.569,3.44E+01
21,54,-1.04E+02,-1.09E+02,252.439,-1.06E+02,79.441,2.47E+01
24,54,-1.03E+02,-1.09E+02,125.102,-1.05E+02,307.592,3.40E+01
27,54,-1.07E+02,-1.12E+02,339.514,-1.08E+02,156.275,3.18E+01
30,54,-1.14E+02,-1.19E+02,203.248,-1.16E+02,6.972,1.75E+01
33,54,-1.21E+02,-1.23E+02,102.9,-1.25E+02,290.136,2.42E+01
36,54,-1.15E+02,-1.19E+02,333.063,-1.17E+02,169.944,1.70E+01
39,54,-1.13E+02,-1.19E+02,169.639,-1.15E+02,1.218,2.07E+01
42,54,-1.13E+02,-1.19E+02,357.837,-1.14E+02,186.862,2.32E+01
45,54,-1.14E+02,-1.20E+02,179.971,-1.15E+02,6.573,2.61E+01
48,54,-1.14E+02,-1.21E+02,0.821,-1.15E+02,186.59,2.75E+01
51,54,-1.16E+02,-1.22E+02,177.724,-1.17E+02,2.726,2.90E+01
54,54,-1.17E+02,-1.24E+02,354.195,-1.18E+02,180.001,2.81E+01
57,54,-1.18E+02,-1.26E+02,168.143,-1.19E+02,355.696,2.63E+01
60,54,-1.20E+02,-1.28E+02,342.976,-1.21E+02,173.617,2.39E+01
63,54,-1.21E+02,-1.31E+02,156.777,-1.22E+02,351.832,2.16E+01
66,54,-1.23E+02,-1.33E+02,329.665,-1.23E+02,171.518,1.94E+01
69,54,-1.25E+02,-1.37E+02,141.405,-1.25E+02,353.549,1.76E+01
72,54,-1.27E+02,-1.41E+02,308.54,-1.27E+02,177.915,1.64E+01
75,54,-1.28E+02,-1.46E+02,104.847,-1.28E+02,7.472,1.74E+01
78,54,-1.29E+02,-1.49E+02,237.72,-1.29E+02,199.374,2.42E+01
81,54,-1.30E+02,-1.48E+02,17.183,-1.30E+02,31.74,3.08E+01
84,54,-1.29E+02,-1.47E+02,184.66,-1.29E+02,221.272,2.19E+01
87,54,-1.29E+02,-1.45E+02,7.678,-1.29E+02,47.786,1.98E+01
90,54,-1.29E+02,-1.43E+02,191.387,-1.29E+02,233.464,1.74E+01
93,54,-1.29E+02,-1.41E+02,9.662,-1.29E+02,58.487,1.43E+01
96,54,-1.29E+02,-1.40E+02,183.157,-1.29E+02,242.555,1.18E+01
99,54,-1.29E+02,-1.40E+02,354.507,-1.30E+02,63.204,1.05E+01
102,54,-1.31E+02,-1.41E+02,168.193,-1.31E+02,240.699,1.01E+01
105,54,-1.33E+02,-1.42E+02,346.649,-1.34E+02,55.62,8.33E+00
108,54,-1.38E+02,-1.41E+02,162.457,-1.41E+02,230.428,3.43E+00
111,54,-1.39E+02,-1.40E+02,322.982,-1.53E+02,227.792,1.32E+01
114,54,-1.35E+02,-1.39E+02,112.15,-1.37E+02,46.577,4.16E+00
117,54,-1.32E+02,-1.41E+02,264.666,-1.33E+02,223.59,1.27E+01
120,54,-1.30E+02,-1.39E+02,38.647,-1.30E+02,22.582,2.11E+01
123,54,-1.29E+02,-1.40E+02,258.357,-1.29E+02,189.853,1.13E+01
126,54,-1.31E+02,-1.36E+02,277.81,-1.32E+02,339.299,5.83E+00
129,54,-1.30E+02,-1.35E+02,150.354,-1.32E+02,114.875,1.04E+01
132,54,-1.32E+02,-1.36E+02,214.463,-1.34E+02,249.288,1.03E+01
135,54,-1.39E+02,-1.47E+02,338.067,-1.40E+02,359.854,1.70E+01
138,54,-1.31E+02,-1.40E+02,63.577,-1.32E+02,66.98,3.39E+01
141,54,-1.29E+02,-1.35E+02,217.196,-1.30E+02,220.642,3.20E+01
144,54,-1.33E+02,-1.35E+02,12.058,-1.36E+02,25.697,1.85E+01
147,54,-1.29E+02,-1.35E+02,343.228,-1.30E+02,356.855,1.96E+01
150,54,-1.34E+02,-1.46E+02,196.144,-1.34E+02,204.477,2.96E+01
153,54,-1.34E+02,-1.40E+02,248.762,-1.35E+02,185.523,6.08E+00
156,54,-1.29E+02,-1.34E+02,343.597,-1.30E+02,349.449,2.65E+01
159,54,-1.26E+02,-1.30E+02,321.358,-1.28E+02,320.841,4.00E+01
162,54,-1.38E+02,-1.42E+02,30.334,-1.41E+02,31.633,3.90E+01
165,54,-1.32E+02,-1.37E+02,174.943,-1.34E+02,155.184,1.56E+01
168,54,-1.28E+02,-1.33E+02,78.49,-1.30E+02,66.965,2.06E+01
171,54,-1.24E+02,-1.29E+02,198.814,-1.26E+02,201.348,3.36E+01
174,54,-1.29E+02,-1.34E+02,182.826,-1.31E+02,166.345,1.71E+01
177,54,-1.27E+02,-1.31E+02,99.012,-1.30E+02,102.548,3.04E+01
180,54,-1.14E+02,-1.18E+02,207.39,-1.16E+02,207.389,4.00E+01
0,57,-7.46E+01,-7.99E+01,93.042,-7.62E+01,273.042,4.00E+01
3,57,-8.47E+01,-9.00E+01,93.09,-8.62E+01,274.314,4.00E+01
6,57,-8.79E+01,-9.32E+01,270.803,-8.94E+01,91.513,4.00E+01
9,57,-9.95E+01,-1.05E+02,186.782,-1.01E+02,5.503,3.97E+01
12,57,-9.58E+01,-1.01E+02,174.653,-9.72E+01,356.016,3.94E+01
15,57,-9.90E+01,-1.04E+02,77.705,-1.01E+02,254.199,3.11E+01
18,57,-1.03E+02,-1.07E+02,26.556,-1.04E+02,212.409,2.64E+01
21,57,-1.01E+02,-1.06E+02,276.22,-1.02E+02,99.125,3.29E+01
24,57,-1.05E+02,-1.11E+02,143.495,-1.07E+02,320.194,3.19E+01
27,57,-1.21E+02,-1.23E+02,59.742,-1.24E+02,239.798,4.00E+01
30,57,-1.10E+02,-1.16E+02,329.518,-1.12E+02,158.653,2.30E+01
33,57,-1.08E+02,-1.14E+02,175.758,-1.09E+02,358.469,3.39E+01
36,57,-1.08E+02,-1.15E+02,8.321,-1.10E+02,187.148,4.00E+01
39,57,-1.10E+02,-1.17E+02,199.419,-1.12E+02,12.163,2.56E+01
42,57,-1.13E+02,-1.20E+02,27.238,-1.14E+02,194.264,2.06E+01
45,57,-1.16E+02,-1.23E+02,210.953,-1.17E+02,9.225,1.64E+01
48,57,-1.19E+02,-1.26E+02,34.387,-1.20E+02,184.705,1.38E+01
51,57,-1.21E+02,-1.29E+02,211.423,-1.22E+02,351.354,1.19E+01
54,57,-1.23E+02,-1.32E+02,29.608,-1.24E+02,162.757,1.14E+01
57,57,-1.24E+02,-1.34E+02,200.488,-1.24E+02,331.152,1.25E+01
60,57,-1.24E+02,-1.35E+02,13.092,-1.24E+02,145.586,1.39E+01
63,57,-1.24E+02,-1.37E+02,184.497,-1.24E+02,320.133,1.56E+01
66,57,-1.24E+02,-1.38E+02,358.95,-1.24E+02,136.924,1.70E+01
69,57,-1.24E+02,-1.39E+02,172.762,-1.24E+02,314.417,1.85E+01
72,57,-1.24E+02,-1.40E+02,345.786,-1.25E+02,132.462,2.06E+01
75,57,-1.25E+02,-1.41E+02,158.089,-1.25E+02,309.978,2.32E+01
78,57,-1.25E+02,-1.43E+02,327.058,-1.25E+02,126.841,2.75E+01
81,57,-1.26E+02,-1.46E+02,130.142,-1.26E+02,303.32,3.89E+01
84,57,-1.27E+02,-1.50E+02,283.74,-1.27E+02,118.938,3.44E+01
87,57,-1.28E+02,-1.52E+02,68.216,-1.28E+02,293.728,2.67E+01
90,57,-1.29E+02,-1.52E+02,221.922,-1.29E+02,106.301,2.36E+01
93,57,-1.30E+02,-1.51E+02,32.251,-1.30E+02,276.913,2.16E+01
96,57,-1.30E+02,-1.49E+02,209.015,-1.30E+02,84.875,2.01E+01
99,57,-1.30E+02,-1.46E+02,17.798,-1.30E+02,252.692,1.80E+01
102,57,-1.29E+02,-1.44E+02,177.626,-1.29E+02,61.222,1.56E+01
105,57,-1.29E+02,-1.43E+02,327.651,-1.29E+02,232.939,1.43E+01
108,57,-1.28E+02,-1.43E+02,114.049,-1.28E+02,49.118,1.59E+01
111,57,-1.27E+02,-1.45E+02,262.007,-1.27E+02,226.173,2.25E+01
114,57,-1.26E+02,-1.45E+02,60.79,-1.27E+02,40.022,2.79E+01
117,57,-1.26E+02,-1.42E+02,247.549,-1.27E+02,212.416,2.08E+01
120,57,-1.27E+02,-1.45E+02,12.085,-1.28E+02,20.579,3.38E+01
123,57,-1.29E+02,-1.36E+02,163.05,-1.30E+02,188.209,1.54E+01
126,57,-1.34E+02,-1.49E+02,127.347,-1.34E+02,331.374,2.23E+01
129,57,-1.31E+02,-1.33E+02,60.769,-1.38E+02,77.03,1.82E+01
132,57,-1.32E+02,-1.43E+02,196.382,-1.32E+02,186.29,2.67E+01
135,57,-1.33E+02,-1.39E+02,41.841,-1.34E+02,353.415,8.81E+00
138,57,-1.33E+02,-1.42E+02,67.322,-1.34E+02,64.3,3.50E+01
141,57,-1.31E+02,-1.36E+02,192.834,-1.32E+02,211.169,1.67E+01
144,57,-1.35E+02,-1.37E+02,334.838,-1.39E+02,332.799,3.51E+01
147,57,-1.29E+02,-1.36E+02,1.753,-1.29E+02,13.827,2.17E+01
150,57,-1.36E+02,-1.48E+02,231.495,-1.36E+02,216.279,2.42E+01
153,57,-1.29E+02,-1.36E+02,211.058,-1.30E+02,185.195,1.48E+01
156,57,-1.30E+02,-1.35E+02,330.925,-1.32E+02,338.5,2.42E+01
159,57,-1.25E+02,-1.31E+02,322.515,-1.27E+02,325.383,3.30E+01
162,57,-1.42E+02,-1.45E+02,19.843,-1.44E+02,355.563,1.34E+01
165,57,-1.36E+02,-1.43E+02,154.188,-1.37E+02,116.954,1.21E+01
168,57,-1.29E+02,-1.34E+02,84.182,-1.30E+02,74.079,2.18E+01
171,57,-1.23E+02,-1.28E+02,202.168,-1.24E+02,201.276,4.00E+01
174,57,-1.31E+02,-1.38E+02,131.108,-1.32E+02,116.546,1.96E+01
177,57,-1.28E+02,-1.33E+02,117.302,-1.30E+02,125.303,2.35E+01
180,57,-1.14E+02,-1.19E+02,207.39,-1.15E+02,207.389,4.00E+01
0,60,-7.46E+01,-8.07E+01,93.042,-7.59E+01,273.042,4.00E+01
3,60,-8.33E+01,-8.94E+01,93.885,-8.46E+01,275.025,4.00E+01
6,60,-8.83E+01,-9.44E+01,269.721,-8.96E+01,89.906,4.00E+01
9,60,-1.00E+02,-1.06E+02,215.83,-1.02E+02,37.232,3.92E+01
12,60,-9.54E+01,-1.02E+02,174.096,-9.66E+01,355.031,4.00E+01
15,60,-1.04E+02,-1.10E+02,112.881,-1.05E+02,289.146,3.07E+01
18,60,-9.91E+01,-1.05E+02,58.549,-1.00E+02,242.554,3.06E+01
21,60,-1.02E+02,-1.09E+02,290.486,-1.03E+02,109.124,3.99E+01
24,60,-1.16E+02,-1.20E+02,212.768,-1.18E+02,31.658,4.00E+01
27,60,-1.06E+02,-1.13E+02,146.235,-1.07E+02,331.904,2.81E+01
30,60,-1.06E+02,-1.13E+02,352.687,-1.07E+02,171.558,4.00E+01
33,60,-1.09E+02,-1.16E+02,203.16,-1.10E+02,12.731,2.28E+01
36,60,-1.19E+02,-1.24E+02,58.275,-1.20E+02,207.812,1.23E+01
39,60,-1.25E+02,-1.27E+02,306.303,-1.29E+02,156.323,1.17E+01
42,60,-1.18E+02,-1.24E+02,164.792,-1.19E+02,10.717,1.45E+01
45,60,-1.16E+02,-1.24E+02,358.592,-1.17E+02,197.191,1.81E+01
48,60,-1.16E+02,-1.24E+02,182.578,-1.17E+02,16.306,2.13E+01
51,60,-1.17E+02,-1.25E+02,5.078,-1.17E+02,197.333,2.28E+01
54,60,-1.17E+02,-1.27E+02,183.257,-1.18E+02,14.207,2.43E+01
57,60,-1.18E+02,-1.28E+02,2.525,-1.19E+02,194.031,2.44E+01
60,60,-1.19E+02,-1.30E+02,179.49,-1.20E+02,11.824,2.44E+01
63,60,-1.21E+02,-1.32E+02,357.708,-1.21E+02,192.377,2.37E+01
66,60,-1.22E+02,-1.34E+02,173.824,-1.22E+02,12.009,2.26E+01
69,60,-1.23E+02,-1.37E+02,348.07,-1.23E+02,194.365,2.05E+01
72,60,-1.25E+02,-1.39E+02,158.092,-1.25E+02,18.909,1.83E+01
75,60,-1.27E+02,-1.43E+02,320.592,-1.27E+02,207.131,1.71E+01
78,60,-1.28E+02,-1.46E+02,110.001,-1.28E+02,41.095,1.89E+01
81,60,-1.28E+02,-1.47E+02,249.353,-1.28E+02,238.191,3.31E+01
84,60,-1.28E+02,-1.46E+02,40.05,-1.28E+02,72.458,2.40E+01
87,60,-1.26E+02,-1.45E+02,203.786,-1.26E+02,259.874,2.07E+01
90,60,-1.25E+02,-1.46E+02,17.095,-1.25E+02,81.581,2.11E+01
93,60,-1.25E+02,-1.46E+02,198.916,-1.25E+02,260.476,2.27E+01
96,60,-1.24E+02,-1.46E+02,26.219,-1.24E+02,77.585,2.40E+01
99,60,-1.24E+02,-1.45E+02,209.779,-1.24E+02,254.343,2.41E+01
102,60,-1.24E+02,-1.44E+02,22.254,-1.24E+02,70.32,2.29E+01
105,60,-1.24E+02,-1.45E+02,190.894,-1.24E+02,244.943,2.29E+01
108,60,-1.24E+02,-1.48E+02,15.785,-1.24E+02,57.674,2.73E+01
111,60,-1.24E+02,-1.46E+02,219.504,-1.24E+02,229.887,3.67E+01
114,60,-1.25E+02,-1.42E+02,26.896,-1.25E+02,42.524,2.78E+01
117,60,-1.27E+02,-1.41E+02,173.571,-1.27E+02,217.641,1.71E+01
120,60,-1.29E+02,-1.41E+02,335.669,-1.30E+02,20.527,1.49E+01
123,60,-1.33E+02,-1.48E+02,79.185,-1.33E+02,185.841,1.54E+01
126,60,-1.34E+02,-1.35E+02,292.538,-1.41E+02,240.224,8.89E+00
129,60,-1.35E+02,-1.44E+02,330.761,-1.35E+02,34.819,9.76E+00
132,60,-1.31E+02,-1.39E+02,193.996,-1.32E+02,157.775,1.24E+01
135,60,-1.30E+02,-1.39E+02,332.243,-1.31E+02,313.028,1.85E+01
138,60,-1.32E+02,-1.40E+02,52.014,-1.33E+02,74.422,1.70E+01
141,60,-1.37E+02,-1.44E+02,180.649,-1.38E+02,211.852,1.36E+01
144,60,-1.35E+02,-1.41E+02,293.229,-1.37E+02,264.243,1.32E+01
147,60,-1.27E+02,-1.35E+02,22.126,-1.28E+02,25.586,3.29E+01
150,60,-1.35E+02,-1.42E+02,225.926,-1.37E+02,223.507,3.51E+01
153,60,-1.27E+02,-1.34E+02,199.806,-1.28E+02,189.156,2.29E+01
156,60,-1.30E+02,-1.35E+02,311.246,-1.32E+02,322.69,2.05E+01
159,60,-1.26E+02,-1.32E+02,327.083,-1.27E+02,330.832,3.15E+01
162,60,-1.39E+02,-1.44E+02,355.767,-1.41E+02,331.655,1.41E+01
165,60,-1.34E+02,-1.44E+02,90.395,-1.34E+02,82.775,2.84E+01
168,60,-1.31E+02,-1.36E+02,108.745,-1.32E+02,103.141,2.69E+01
171,60,-1.23E+02,-1.29E+02,202.418,-1.24E+02,198.527,3.04E+01
174,60,-1.28E+02,-1.35E+02,86.099,-1.29E+02,83.238,3.40E+01
177,60,-1.28E+02,-1.33E+02,140.214,-1.29E+02,151.956,2.07E+01
180,60,-1.14E+02,-1.20E+02,207.39,-1.15E+02,207.389,4.00E+01
0,63,-7.46E+01,-8.15E+01,93.042,-7.56E+01,273.042,4.00E+01
3,63,-8.22E+01,-8.90E+01,94.491,-8.32E+01,275.567,4.00E+01
6,63,-8.92E+01,-9.61E+01,267.501,-9.02E+01,86.951,4.00E+01
9,63,-9.77E+01,-1.04E+02,241.437,-9.88E+01,64.976,3.18E+01
12,63,-9.58E+01,-1.03E+02,172.759,-9.67E+01,353.188,4.00E+01
15,63,-1.03E+02,-1.10E+02,173.8,-1.04E+02,357.895,3.07E+01
18,63,-9.84E+01,-1.06E+02,75.498,-9.93E+01,256.438,4.00E+01
21,63,-1.12E+02,-1.18E+02,324.117,-1.14E+02,133.427,2.16E+01
24,63,-1.06E+02,-1.13E+02,292.016,-1.07E+02,118.518,2.72E+01
27,63,-1.04E+02,-1.12E+02,165.503,-1.05E+02,343.537,3.80E+01
30,63,-1.17E+02,-1.24E+02,29.11,-1.18E+02,185.275,1.53E+01
33,63,-1.16E+02,-1.22E+02,317.009,-1.17E+02,153.693,1.78E+01
36,63,-1.09E+02,-1.17E+02,183.084,-1.10E+02,10.817,2.62E+01
39,63,-1.10E+02,-1.18E+02,12.854,-1.10E+02,194.22,4.00E+01
42,63,-1.11E+02,-1.19E+02,203.47,-1.11E+02,20.014,3.38E+01
45,63,-1.13E+02,-1.22E+02,25.7,-1.14E+02,196.928,2.60E+01
48,63,-1.15E+02,-1.25E+02,209.108,-1.16E+02,14.402,2.20E+01
51,63,-1.18E+02,-1.28E+02,29.629,-1.18E+02,188.123,1.93E+01
54,63,-1.19E+02,-1.31E+02,208.986,-1.20E+02,0.97,1.81E+01
57,63,-1.21E+02,-1.33E+02,29.737,-1.21E+02,175.848,1.73E+01
60,63,-1.21E+02,-1.34E+02,208.071,-1.21E+02,351.019,1.76E+01
63,63,-1.22E+02,-1.35E+02,28.944,-1.22E+02,169.604,1.76E+01
66,63,-1.22E+02,-1.36E+02,206.821,-1.22E+02,348.427,1.84E+01
69,63,-1.22E+02,-1.36E+02,25.319,-1.22E+02,168.926,1.92E+01
72,63,-1.21E+02,-1.37E+02,200.094,-1.22E+02,348.039,2.08E+01
75,63,-1.22E+02,-1.38E+02,11.99,-1.22E+02,167.192,2.37E+01
78,63,-1.22E+02,-1.40E+02,179.799,-1.22E+02,345.747,2.96E+01
81,63,-1.24E+02,-1.42E+02,340.382,-1.24E+02,164.487,4.00E+01
84,63,-1.26E+02,-1.44E+02,128.154,-1.26E+02,345.226,2.32E+01
87,63,-1.29E+02,-1.45E+02,267.26,-1.29E+02,170.503,1.61E+01
90,63,-1.32E+02,-1.43E+02,56.003,-1.32E+02,9.085,1.40E+01
93,63,-1.33E+02,-1.42E+02,216.339,-1.33E+02,225.777,2.52E+01
96,63,-1.31E+02,-1.41E+02,22.541,-1.31E+02,69.013,1.35E+01
99,63,-1.29E+02,-1.42E+02,195.115,-1.29E+02,255.157,1.43E+01
102,63,-1.28E+02,-1.43E+02,16.187,-1.28E+02,73.899,1.64E+01
105,63,-1.27E+02,-1.42E+02,200.488,-1.28E+02,250.72,1.67E+01
108,63,-1.28E+02,-1.40E+02,13.308,-1.28E+02,68.04,1.43E+01
111,63,-1.28E+02,-1.40E+02,172.051,-1.28E+02,244.069,1.21E+01
114,63,-1.29E+02,-1.41E+02,332.576,-1.30E+02,53.53,1.18E+01
117,63,-1.33E+02,-1.46E+02,163.603,-1.33E+02,226.57,1.46E+01
120,63,-1.41E+02,-1.42E+02,303.303,-1.45E+02,41.73,3.18E+00
123,63,-1.38E+02,-1.39E+02,134.625,-1.42E+02,34.166,3.35E+00
126,63,-1.31E+02,-1.36E+02,185.599,-1.33E+02,190.83,2.74E+01
129,63,-1.29E+02,-1.37E+02,90.514,-1.29E+02,9.655,8.02E+00
132,63,-1.30E+02,-1.42E+02,148.592,-1.30E+02,165.952,2.30E+01
135,63,-1.34E+02,-1.41E+02,279.113,-1.35E+02,296.535,1.84E+01
138,63,-1.29E+02,-1.37E+02,43.649,-1.30E+02,51.877,2.52E+01
141,63,-1.33E+02,-1.41E+02,200.027,-1.34E+02,202.688,3.50E+01
144,63,-1.33E+02,-1.43E+02,241.723,-1.34E+02,239.776,3.98E+01
147,63,-1.27E+02,-1.35E+02,6.115,-1.27E+02,16.935,2.34E+01
150,63,-1.37E+02,-1.42E+02,213.824,-1.39E+02,223.07,2.23E+01
153,63,-1.27E+02,-1.36E+02,198.684,-1.27E+02,191.768,2.77E+01
156,63,-1.31E+02,-1.36E+02,297.204,-1.33E+02,314.058,1.69E+01
159,63,-1.26E+02,-1.34E+02,334,-1.27E+02,335.402,4.00E+01
162,63,-1.36E+02,-1.41E+02,342.047,-1.37E+02,332.302,2.24E+01
165,63,-1.32E+02,-1.41E+02,85.651,-1.32E+02,83.688,3.94E+01
168,63,-1.30E+02,-1.36E+02,141.487,-1.31E+02,142.545,4.00E+01
171,63,-1.25E+02,-1.32E+02,199.597,-1.27E+02,191.444,2.43E+01
174,63,-1.26E+02,-1.33E+02,72.214,-1.27E+02,70.652,3.94E+01
177,63,-1.26E+02,-1.33E+02,161.192,-1.27E+02,172.777,2.18E+01
180,63,-1.14E+02,-1.21E+02,207.391,-1.15E+02,207.389,4.00E+01
0,66,-7.46E+01,-8.25E+01,93.042,-7.54E+01,273.042,4.00E+01
3,66,-8.12E+01,-8.90E+01,94.961,-8.19E+01,275.989,4.00E+01
6,66,-9.05E+01,-9.84E+01,263.5,-9.13E+01,81.863,3.96E+01
9,66,-9.45E+01,-1.02E+02,254.437,-9.53E+01,77.646,3.35E+01
12,66,-9.69E+01,-1.05E+02,173.413,-9.76E+01,353.06,4.00E+01
15,66,-9.85E+01,-1.07E+02,200.331,-9.92E+01,22.526,3.73E+01
18,66,-1.01E+02,-1.09E+02,94.61,-1.02E+02,271.568,3.44E+01
21,66,-1.06E+02,-1.14E+02,86.932,-1.07E+02,277.842,2.35E+01
